filename,n_redactions
01751.txt,18
01752.txt,10
01753.txt,3
01754.txt,2
01755.txt,10
01756.txt,39
01758.txt,30
01759.txt,1
01760.txt,13
01761.txt,7
01762.txt,16
01763.txt,1
01764.txt,6
01765.txt,16
01766.txt,6
01767.txt,1
01768.txt,12
01769.txt,0
01770.txt,2
01771.txt,14
01772.txt,9
01773.txt,0
01774.txt,3
01775.txt,26
01776.txt,8
01777.txt,58
01778.txt,19
01779.txt,32
01780.txt,2
01781.txt,5
01782.txt,18
01783.txt,2
01784.txt,18
01785.txt,6
01786.txt,3
01787.txt,26
01788.txt,13
01789.txt,1
01790.txt,52
01791.txt,7
01792.txt,9
01793.txt,2
01794.txt,9
01795.txt,20
01796.txt,9
01797.txt,7
01798.txt,0
01799.txt,4
01800.txt,70
01801.txt,1
01802.txt,14
01803.txt,11
01804.txt,6
01805.txt,20
01806.txt,56
01807.txt,8
01808.txt,3
01809.txt,6
01810.txt,6
01811.txt,20
01812.txt,29
01813.txt,21
01814.txt,2
01815.txt,12
01816.txt,0
01817.txt,9
01818.txt,2
01819.txt,24
01820.txt,6
01821.txt,9
01822.txt,29
01823.txt,3
01824.txt,45
01825.txt,30
01826.txt,11
01827.txt,0
01828.txt,36
01829.txt,15
01830.txt,0
01831.txt,48
01832.txt,10
01833.txt,1
01834.txt,9
01835.txt,4
01836.txt,9
01837.txt,5
01838.txt,7
01839.txt,20
01840.txt,30
01841.txt,6
01842.txt,8
01843.txt,7
01844.txt,16
01845.txt,2
01846.txt,2
01847.txt,20
01848.txt,3
01849.txt,20
01850.txt,38
01851.txt,0
01852.txt,4
01853.txt,1
01854.txt,10
01855.txt,48
01856.txt,23
01857.txt,1
01858.txt,9
01859.txt,7
01860.txt,9
01861.txt,7
01862.txt,1
01863.txt,3
01864.txt,8
01865.txt,252
01866.txt,0
01867.txt,41
01868.txt,27
01869.txt,2
01870.txt,5
01871.txt,3
01872.txt,2
01873.txt,6
01874.txt,2
01875.txt,24
01876.txt,17
01877.txt,0
01878.txt,3
01879.txt,18
01880.txt,6
01881.txt,0
01882.txt,14
01883.txt,45
01884.txt,4
01885.txt,0
01886.txt,8
01887.txt,2
01888.txt,9
01889.txt,6
01890.txt,1
01891.txt,1
01892.txt,7
01893.txt,1
01894.txt,24
01895.txt,0
01896.txt,92
01897.txt,18
01898.txt,5
01899.txt,8
01900.txt,3
01901.txt,8
01902.txt,61
01903.txt,0
01904.txt,6
01905.txt,12
01906.txt,5
01907.txt,1
01908.txt,8
01909.txt,35
01910.txt,17
01911.txt,3
01912.txt,17
01913.txt,37
01914.txt,5
01915.txt,5
01916.txt,11
01917.txt,3
01918.txt,1
01919.txt,4
01920.txt,23
01921.txt,6
01922.txt,24
01923.txt,14
01924.txt,16
01925.txt,6
01926.txt,13
01927.txt,7
01928.txt,0
01929.txt,8
01930.txt,18
01931.txt,7
01932.txt,5
01933.txt,13
01934.txt,56
01935.txt,12
01936.txt,2
01937.txt,5
01938.txt,2
01939.txt,5
01940.txt,53
01941.txt,7
01942.txt,2
01943.txt,17
01944.txt,10
01945.txt,4
01946.txt,11
01947.txt,3
01948.txt,5
01949.txt,1
01950.txt,0
01951.txt,43
01952.txt,7
01953.txt,1
01954.txt,14
01955.txt,23
01956.txt,2
01957.txt,4
01958.txt,14
01959.txt,2
01960.txt,8
01961.txt,0
01962.txt,6
01963.txt,71
01964.txt,0
01965.txt,6
01966.txt,40
01967.txt,6
01968.txt,13
01969.txt,3
01970.txt,22
01971.txt,5
01972.txt,25
01973.txt,9
01974.txt,3
01975.txt,12
01976.txt,42
01977.txt,0
01978.txt,5
01979.txt,7
01980.txt,6
01981.txt,5
01982.txt,15
01983.txt,7
01984.txt,25
01985.txt,1
01986.txt,28
01987.txt,15
01988.txt,5
01989.txt,0
01990.txt,11
01991.txt,0
01992.txt,23
01993.txt,25
01994.txt,59
01995.txt,2
01996.txt,14
01997.txt,0
01998.txt,43
01999.txt,4
02000.txt,7
02001.txt,2
02002.txt,20
02003.txt,29
02004.txt,8
02005.txt,13
02006.txt,4
02007.txt,22
02008.txt,29
02009.txt,7
02010.txt,15
02011.txt,10
02012.txt,5
02013.txt,88
02014.txt,12
02015.txt,28
02016.txt,10
02017.txt,6
02018.txt,3
02019.txt,34
02020.txt,6
02021.txt,26
02022.txt,0
02023.txt,1
02024.txt,3
02025.txt,9
02026.txt,7
02027.txt,1
02028.txt,11
02029.txt,3
02030.txt,0
02031.txt,19
02032.txt,2
02033.txt,11
02034.txt,3
02035.txt,1
02036.txt,0
02037.txt,3
02039.txt,20
02040.txt,85
02041.txt,5
02042.txt,9
02043.txt,5
02044.txt,7
02045.txt,3
02046.txt,3
02047.txt,13
02048.txt,3
02049.txt,1
02050.txt,18
02051.txt,2
02052.txt,1
02053.txt,5
02054.txt,15
02055.txt,246
02056.txt,0
02057.txt,15
02058.txt,69
02059.txt,2
02060.txt,12
02061.txt,2
02062.txt,0
02063.txt,34
02064.txt,0
02065.txt,12
02066.txt,2
02067.txt,5
02068.txt,5
02069.txt,2
02070.txt,11
02071.txt,0
02072.txt,12
02073.txt,1
02075.txt,8
02076.txt,5
02077.txt,2
02078.txt,1
02079.txt,42
02080.txt,2
02081.txt,0
02082.txt,1
02083.txt,9
02084.txt,2
02085.txt,23
02086.txt,1
02087.txt,3
02088.txt,10
02089.txt,10
02090.txt,6
02091.txt,10
02092.txt,5
02093.txt,14
02094.txt,21
02095.txt,2
02097.txt,11
02098.txt,3
02099.txt,19
02100.txt,50
02101.txt,1
02102.txt,13
02103.txt,16
02104.txt,1
02105.txt,10
02106.txt,31
02107.txt,1
02108.txt,3
02109.txt,1
02110.txt,4
02111.txt,5
02113.txt,8
02114.txt,107
02115.txt,0
02117.txt,4
02118.txt,2
02119.txt,7
02120.txt,3
02121.txt,40
02122.txt,2
02123.txt,0
02124.txt,2
02125.txt,9
02126.txt,1
02127.txt,39
02128.txt,2
02130.txt,1
02131.txt,25
02132.txt,0
02133.txt,5
02135.txt,0
02136.txt,8
02137.txt,14
02138.txt,13
02139.txt,3
02140.txt,10
02141.txt,3
02142.txt,3
02144.txt,6
02145.txt,9
02147.txt,109
02148.txt,5
02149.txt,1
02150.txt,9
02151.txt,0
02152.txt,12
02153.txt,33
02154.txt,4
02155.txt,3
02157.txt,7
02158.txt,4
02159.txt,1
02160.txt,7
02161.txt,23
02162.txt,20
02163.txt,9
02164.txt,1
02165.txt,4
02166.txt,3
02168.txt,11
02169.txt,1
02170.txt,14
02171.txt,2
02172.txt,1
02173.txt,0
02174.txt,6
02175.txt,25
02176.txt,0
02177.txt,18
02178.txt,6
02179.txt,16
02180.txt,49
02181.txt,50
02182.txt,6
02183.txt,5
02184.txt,0
02185.txt,2
02186.txt,12
02187.txt,0
02188.txt,10
02189.txt,7
02190.txt,7
02191.txt,1
02192.txt,26
02193.txt,7
02194.txt,1
02195.txt,17
02196.txt,28
02197.txt,3
02198.txt,5
02199.txt,7
02200.txt,15
02201.txt,7
02202.txt,8
02203.txt,17
02204.txt,9
02205.txt,8
02207.txt,15
02208.txt,22
02209.txt,8
02210.txt,17
02211.txt,7
02212.txt,2
02213.txt,6
02214.txt,9
02215.txt,2
02216.txt,6
02217.txt,30
02218.txt,3
02219.txt,16
02220.txt,3
02221.txt,11
02222.txt,9
02223.txt,4
02224.txt,26
02225.txt,18
02226.txt,4
02227.txt,0
02228.txt,17
02229.txt,20
02230.txt,0
02231.txt,17
02232.txt,9
02233.txt,0
02234.txt,1
02235.txt,24
02236.txt,5
02237.txt,8
02238.txt,0
02239.txt,9
02240.txt,5
02241.txt,9
02242.txt,1
02243.txt,39
02244.txt,3
02245.txt,3
02246.txt,10
02247.txt,2
02248.txt,21
02249.txt,0
02250.txt,24
02251.txt,48
02252.txt,0
02253.txt,12
02254.txt,18
02255.txt,6
02256.txt,5
02258.txt,8
02259.txt,19
02260.txt,0
02261.txt,12
02262.txt,8
02263.txt,3
02264.txt,11
02265.txt,7
02267.txt,5
02268.txt,8
02269.txt,12
02270.txt,4
02271.txt,13
02273.txt,12
02274.txt,8
02276.txt,8
02277.txt,8
02279.txt,3
02280.txt,21
02281.txt,21
02282.txt,5
02283.txt,0
02284.txt,9
02285.txt,7
02286.txt,6
02287.txt,83
02288.txt,0
02289.txt,0
02290.txt,9
02291.txt,17
02292.txt,6
02294.txt,25
02295.txt,2
02296.txt,7
02297.txt,0
02298.txt,14
02299.txt,17
02301.txt,19
02302.txt,13
02303.txt,83
02304.txt,2
02305.txt,4
02306.txt,5
02307.txt,86
02308.txt,1
02309.txt,0
02310.txt,5
02311.txt,3
02312.txt,3
02313.txt,0
02314.txt,0
02315.txt,26
02316.txt,18
02317.txt,2
02319.txt,2
02320.txt,6
02321.txt,23
02322.txt,9
02323.txt,5
02324.txt,35
02325.txt,14
02326.txt,1
02328.txt,5
02329.txt,13
02330.txt,17
02331.txt,0
02332.txt,1
02333.txt,24
02334.txt,6
02335.txt,9
02337.txt,8
02338.txt,6
02339.txt,11
02341.txt,2
02342.txt,1
02343.txt,6
02344.txt,11
02345.txt,6
02346.txt,5
02348.txt,13
02349.txt,2
02350.txt,3
02351.txt,24
02352.txt,31
02353.txt,0
02354.txt,3
02355.txt,24
02356.txt,3
02357.txt,10
02358.txt,1
02359.txt,31
02360.txt,8
02361.txt,25
02362.txt,4
02363.txt,10
02364.txt,68
02365.txt,3
02366.txt,10
02368.txt,1
02369.txt,1
02370.txt,20
02371.txt,6
02372.txt,1
02373.txt,2
02374.txt,131
02375.txt,14
02376.txt,10
02377.txt,11
02378.txt,1
02379.txt,11
02380.txt,2
02381.txt,0
02382.txt,12
02383.txt,4
02384.txt,19
02385.txt,6
02386.txt,5
02387.txt,6
02388.txt,5
02389.txt,3
02390.txt,18
02391.txt,6
02392.txt,24
02393.txt,0
02394.txt,2
02396.txt,14
02397.txt,4
02398.txt,20
02399.txt,41
02401.txt,8
02402.txt,3
02403.txt,19
02404.txt,9
02405.txt,1
02406.txt,14
02407.txt,26
02408.txt,1
02409.txt,3
02410.txt,7
02411.txt,0
02412.txt,0
02413.txt,34
02414.txt,1
02415.txt,11
02416.txt,12
02417.txt,2
02418.txt,0
02419.txt,18
02421.txt,8
02422.txt,3
02423.txt,0
02424.txt,61
02425.txt,0
02426.txt,8
02427.txt,8
02429.txt,3
02430.txt,0
02431.txt,7
02432.txt,11
02433.txt,17
02434.txt,9
02435.txt,2
02436.txt,14
02437.txt,0
02438.txt,2
02439.txt,40
02440.txt,3
02441.txt,22
02442.txt,85
02443.txt,7
02444.txt,4
02445.txt,5
02446.txt,4
02447.txt,18
02448.txt,28
02449.txt,10
02450.txt,11
02451.txt,13
02452.txt,18
02453.txt,2
02454.txt,33
02455.txt,19
02456.txt,24
02457.txt,0
02458.txt,6
02459.txt,4
02460.txt,6
02461.txt,72
02462.txt,20
02463.txt,2
02464.txt,8
02465.txt,4
02466.txt,3
02467.txt,4
02468.txt,50
02469.txt,6
02470.txt,2
02471.txt,64
02472.txt,2
02473.txt,3
02474.txt,14
02475.txt,29
02476.txt,3
02477.txt,11
02478.txt,0
02479.txt,11
02480.txt,8
02481.txt,3
02482.txt,5
02483.txt,4
02484.txt,3
02485.txt,16
02486.txt,1
02487.txt,2
02488.txt,7
02489.txt,5
02490.txt,21
02491.txt,2
02492.txt,2
02493.txt,0
02494.txt,0
02495.txt,49
02496.txt,1
02497.txt,115
02498.txt,54
02499.txt,9
02500.txt,5
02501.txt,11
02502.txt,1
02503.txt,4
02504.txt,1
02505.txt,3
02506.txt,10
02507.txt,4
02508.txt,120
02509.txt,104
02510.txt,0
02511.txt,1
02512.txt,13
02513.txt,54
02514.txt,0
02515.txt,0
02516.txt,27
02517.txt,1
02518.txt,1
02519.txt,10
02520.txt,4
02521.txt,4
02522.txt,2
02523.txt,5
02524.txt,28
02525.txt,0
02526.txt,18
02527.txt,0
02528.txt,1
02529.txt,29
02530.txt,0
02531.txt,37
02532.txt,11
02533.txt,27
02535.txt,2
02536.txt,16
02537.txt,12
02538.txt,0
02539.txt,5
02540.txt,5
02541.txt,24
02542.txt,2
02543.txt,4
02544.txt,5
02545.txt,2
02547.txt,5
02548.txt,21
02550.txt,1
02551.txt,18
02552.txt,18
02553.txt,10
02554.txt,55
02555.txt,5
02556.txt,3
02557.txt,2
02558.txt,47
02559.txt,10
02560.txt,4
02561.txt,12
02562.txt,1
02564.txt,3
02565.txt,0
02566.txt,20
02567.txt,0
02568.txt,16
02570.txt,3
02571.txt,12
02572.txt,1
02573.txt,2
02574.txt,75
02575.txt,3
02576.txt,3
02577.txt,13
02578.txt,1
02579.txt,1
02580.txt,6
02581.txt,3
02582.txt,3
02583.txt,0
02584.txt,4
02585.txt,1
02586.txt,1
02587.txt,0
02588.txt,6
02589.txt,0
02590.txt,8
02591.txt,0
02592.txt,26
02593.txt,4
02595.txt,4
02596.txt,3
02597.txt,28
02598.txt,9
02599.txt,0
02600.txt,0
02601.txt,10
02602.txt,2
02603.txt,11
02604.txt,1
02605.txt,11
02606.txt,1
02607.txt,3
02608.txt,4
02609.txt,22
02610.txt,8
02611.txt,0
02612.txt,21
02613.txt,9
02614.txt,7
02615.txt,2
02616.txt,45
02617.txt,11
02618.txt,9
02619.txt,1
02620.txt,15
02621.txt,77
02622.txt,4
02623.txt,0
02624.txt,1
02625.txt,46
02626.txt,3
02627.txt,15
02628.txt,4
02629.txt,1
02630.txt,6
02631.txt,3
02632.txt,1
02633.txt,2
02634.txt,1
02635.txt,6
02636.txt,0
02637.txt,5
02639.txt,0
02640.txt,9
02641.txt,4
02642.txt,1
02643.txt,8
02644.txt,9
02645.txt,4
02646.txt,4
02647.txt,11
02648.txt,0
02649.txt,8
02650.txt,1
02651.txt,2
02653.txt,13
02654.txt,0
02655.txt,15
02656.txt,4
02657.txt,10
02658.txt,6
02659.txt,11
02660.txt,0
02661.txt,1
02662.txt,0
02663.txt,15
02664.txt,34
02665.txt,1
02666.txt,7
02667.txt,2
02668.txt,29
02669.txt,2
02670.txt,14
02671.txt,6
02672.txt,6
02673.txt,1
02674.txt,5
02675.txt,15
02676.txt,1
02677.txt,3
02678.txt,12
02679.txt,1
02680.txt,49
02681.txt,5
02682.txt,6
02683.txt,13
02684.txt,2
02685.txt,5
02686.txt,22
02687.txt,7
02688.txt,21
02689.txt,1
02690.txt,30
02691.txt,17
02692.txt,16
02693.txt,18
02694.txt,0
02695.txt,15
02696.txt,0
02697.txt,12
02698.txt,20
02699.txt,0
02700.txt,12
02701.txt,8
02702.txt,7
02703.txt,1
02704.txt,66
02705.txt,0
02706.txt,12
02707.txt,36
02708.txt,5
02709.txt,0
02710.txt,2
02711.txt,5
02712.txt,1
02713.txt,4
02714.txt,81
02715.txt,5
02716.txt,18
02717.txt,1
02718.txt,2
02719.txt,0
02720.txt,32
02721.txt,6
02722.txt,0
02723.txt,12
02724.txt,11
02725.txt,8
02726.txt,10
02727.txt,6
02728.txt,6
02729.txt,13
02730.txt,0
02731.txt,74
02732.txt,7
02733.txt,10
02734.txt,4
02735.txt,5
02736.txt,4
02737.txt,2
02738.txt,1
02739.txt,5
02740.txt,4
02741.txt,3
02742.txt,6
02743.txt,25
02744.txt,1
02745.txt,9
02746.txt,0
02747.txt,3
02748.txt,3
02749.txt,3
02750.txt,11
02751.txt,12
02752.txt,3
02753.txt,20
02754.txt,1
02755.txt,0
02756.txt,0
02757.txt,33
02758.txt,0
02759.txt,5
02760.txt,3
02761.txt,2
02762.txt,1
02763.txt,12
02764.txt,8
02765.txt,3
02766.txt,3
02767.txt,9
02768.txt,1
02769.txt,28
02770.txt,3
02771.txt,3
02772.txt,0
02773.txt,33
02774.txt,3
02775.txt,4
02776.txt,2
02777.txt,2
02778.txt,71
02779.txt,1
02780.txt,24
02781.txt,3
02782.txt,1
02783.txt,1
02784.txt,30
02785.txt,6
02786.txt,0
02787.txt,3
02788.txt,10
02789.txt,12
02790.txt,22
02791.txt,4
02792.txt,16
02793.txt,17
02794.txt,2
02795.txt,26
02796.txt,0
02797.txt,76
02798.txt,13
02799.txt,8
02800.txt,7
02801.txt,4
02802.txt,7
02803.txt,28
02804.txt,0
02805.txt,12
02806.txt,35
02807.txt,2
02808.txt,0
02809.txt,36
02810.txt,81
02811.txt,11
02812.txt,9
02813.txt,3
02814.txt,12
02815.txt,1
02816.txt,0
02817.txt,20
02818.txt,1
02819.txt,48
02820.txt,7
02821.txt,1
02822.txt,4
02823.txt,4
02824.txt,0
02825.txt,12
02826.txt,12
02827.txt,59
02828.txt,11
02829.txt,4
02830.txt,1
02831.txt,6
02832.txt,185
02833.txt,5
02834.txt,19
02835.txt,9
02837.txt,8
02838.txt,9
02839.txt,27
02840.txt,108
02842.txt,3
02843.txt,6
02844.txt,7
02845.txt,9
02846.txt,13
02847.txt,3
02848.txt,2
02849.txt,25
02850.txt,0
02851.txt,23
02852.txt,3
02853.txt,4
02854.txt,28
02855.txt,6
02856.txt,9
02857.txt,7
02858.txt,6
02859.txt,12
02860.txt,10
02861.txt,4
02862.txt,3
02863.txt,3
02864.txt,15
02865.txt,6
02866.txt,19
02867.txt,32
02868.txt,12
02869.txt,9
02870.txt,6
02871.txt,20
02872.txt,11
02873.txt,16
02874.txt,2
02875.txt,3
02876.txt,6
02877.txt,19
02878.txt,4
02879.txt,1
02880.txt,59
02881.txt,3
02882.txt,6
02883.txt,10
02884.txt,8
02885.txt,16
02886.txt,3
02887.txt,0
02888.txt,0
02889.txt,3
02890.txt,8
02891.txt,2
02892.txt,19
02893.txt,0
02894.txt,8
02895.txt,3
02896.txt,0
02897.txt,12
02898.txt,10
02899.txt,8
02900.txt,12
02902.txt,5
02903.txt,8
02904.txt,7
02905.txt,2
02906.txt,1
02907.txt,3
02908.txt,19
02909.txt,51
02910.txt,0
02911.txt,6
02912.txt,8
02913.txt,24
02914.txt,2
02915.txt,0
02916.txt,14
02917.txt,3
02918.txt,33
02919.txt,6
02920.txt,27
02921.txt,0
02922.txt,7
02923.txt,6
02924.txt,44
02925.txt,0
02926.txt,7
02928.txt,16
02929.txt,5
02930.txt,0
02931.txt,15
02933.txt,32
02934.txt,0
02935.txt,2
02936.txt,0
02937.txt,8
02938.txt,4
02939.txt,3
02940.txt,40
02942.txt,2
02943.txt,8
02944.txt,1
02945.txt,33
02946.txt,31
02947.txt,2
02948.txt,7
02949.txt,1
02951.txt,0
02952.txt,4
02954.txt,7
02955.txt,10
02956.txt,36
02957.txt,6
02958.txt,35
02959.txt,1
02960.txt,53
02961.txt,12
02962.txt,3
02963.txt,9
02964.txt,1
02965.txt,52
02966.txt,9
02967.txt,6
02968.txt,2
02969.txt,5
02970.txt,0
02971.txt,4
02972.txt,0
02973.txt,10
02974.txt,1
02975.txt,54
02976.txt,5
02977.txt,3
02978.txt,6
02979.txt,11
02980.txt,11
02981.txt,1
02982.txt,2
02983.txt,10
02984.txt,6
02985.txt,27
02986.txt,7
02987.txt,0
02988.txt,4
02989.txt,0
02990.txt,9
02991.txt,21
02992.txt,10
02993.txt,1
02994.txt,2
02995.txt,1
02996.txt,3
02997.txt,6
02998.txt,5
02999.txt,0
03000.txt,4
03001.txt,10
03002.txt,0
03003.txt,3
03004.txt,7
03005.txt,8
03006.txt,26
03007.txt,0
03008.txt,3
03009.txt,12
03010.txt,12
03011.txt,2
03012.txt,1
03013.txt,8
03014.txt,5
03015.txt,6
03016.txt,10
03017.txt,5
03018.txt,135
03019.txt,1
03020.txt,2
03021.txt,2
03022.txt,2
03023.txt,15
03024.txt,4
03025.txt,25
03026.txt,0
03027.txt,3
03028.txt,19
03029.txt,33
03030.txt,73
03031.txt,6
03032.txt,11
03033.txt,5
03034.txt,8
03035.txt,2
03036.txt,4
03037.txt,30
03038.txt,10
03039.txt,4
03040.txt,1
03041.txt,0
03042.txt,5
03043.txt,8
03044.txt,3
03045.txt,0
03046.txt,3
03047.txt,9
03048.txt,3
03049.txt,6
03050.txt,1
03051.txt,3
03052.txt,0
03054.txt,14
03055.txt,5
03056.txt,2
03057.txt,20
03058.txt,18
03059.txt,15
03060.txt,31
03061.txt,6
03062.txt,12
03063.txt,3
03064.txt,1
03065.txt,29
03066.txt,1
03067.txt,1
03068.txt,2
03069.txt,2
03070.txt,6
03071.txt,8
03072.txt,0
03073.txt,0
03074.txt,6
03075.txt,4
03076.txt,2
03077.txt,6
03078.txt,8
03079.txt,138
03080.txt,0
03081.txt,3
03082.txt,4
03083.txt,15
03084.txt,10
03085.txt,47
03086.txt,1
03087.txt,5
03088.txt,5
03089.txt,0
03090.txt,12
03091.txt,0
03092.txt,3
03093.txt,2
03094.txt,0
03095.txt,7
03096.txt,16
03097.txt,6
03098.txt,15
03099.txt,5
03100.txt,13
03101.txt,1
03102.txt,11
03103.txt,8
03104.txt,0
03105.txt,5
03106.txt,21
03107.txt,21
03108.txt,9
03109.txt,15
03110.txt,7
03111.txt,6
03112.txt,2
03113.txt,2
03114.txt,0
03115.txt,6
03116.txt,3
03117.txt,4
03118.txt,4
03119.txt,23
03120.txt,12
03121.txt,1
03122.txt,8
03123.txt,0
03124.txt,6
03125.txt,3
03126.txt,7
03127.txt,4
03128.txt,18
03129.txt,4
03130.txt,3
03131.txt,11
03132.txt,0
03133.txt,11
03134.txt,15
03135.txt,0
03136.txt,7
03137.txt,6
03138.txt,11
03139.txt,1
03140.txt,0
03141.txt,22
03142.txt,1
03144.txt,4
03145.txt,2
03146.txt,3
03147.txt,20
03148.txt,10
03149.txt,16
03150.txt,20
03151.txt,8
03152.txt,5
03153.txt,2
03154.txt,5
03155.txt,2
03156.txt,7
03157.txt,23
03158.txt,3
03159.txt,27
03160.txt,29
03161.txt,4
03162.txt,3
03163.txt,0
03164.txt,24
03165.txt,6
03166.txt,3
03167.txt,18
03168.txt,8
03169.txt,1
03170.txt,67
03171.txt,18
03172.txt,11
03173.txt,17
03174.txt,12
03175.txt,6
03176.txt,0
03177.txt,3
03178.txt,23
03179.txt,10
03180.txt,5
03181.txt,22
03182.txt,3
03183.txt,0
03184.txt,13
03185.txt,2
03186.txt,4
03187.txt,1
03188.txt,0
03189.txt,28
03190.txt,22
03191.txt,33
03192.txt,1
03193.txt,8
03194.txt,15
03195.txt,12
03196.txt,4
03197.txt,0
03198.txt,0
03199.txt,15
03200.txt,21
03201.txt,20
03202.txt,2
03203.txt,43
03204.txt,15
03205.txt,14
03206.txt,1
03207.txt,5
03208.txt,5
03209.txt,0
03210.txt,12
03211.txt,0
03212.txt,8
03213.txt,13
03214.txt,6
03215.txt,22
03216.txt,10
03217.txt,7
03218.txt,6
03219.txt,2
03220.txt,2
03221.txt,2
03222.txt,9
03223.txt,14
03224.txt,1
03225.txt,13
03226.txt,0
03227.txt,24
03228.txt,3
03229.txt,3
03230.txt,9
03231.txt,3
03232.txt,1
03233.txt,3
03234.txt,0
03235.txt,2
03236.txt,0
03237.txt,8
03238.txt,22
03239.txt,9
03240.txt,7
03241.txt,19
03242.txt,8
03243.txt,0
03245.txt,4
03246.txt,3
03247.txt,1
03248.txt,2
03249.txt,1
03250.txt,2
03251.txt,0
03252.txt,13
03253.txt,10
03254.txt,4
03255.txt,3
03257.txt,22
03258.txt,9
03259.txt,1
03260.txt,12
03261.txt,4
03262.txt,8
03263.txt,18
03264.txt,13
03265.txt,1
03266.txt,5
03267.txt,2
03268.txt,7
03269.txt,0
03270.txt,10
03271.txt,14
03272.txt,0
03273.txt,12
03274.txt,80
03275.txt,0
03276.txt,6
03277.txt,4
03278.txt,35
03279.txt,23
03280.txt,66
03281.txt,2
03282.txt,0
03283.txt,5
03284.txt,5
03285.txt,14
03286.txt,8
03287.txt,8
03288.txt,0
03289.txt,2
03290.txt,9
03291.txt,1
03292.txt,14
03293.txt,4
03294.txt,4
03295.txt,13
03296.txt,5
03297.txt,4
03298.txt,7
03299.txt,8
03300.txt,0
03301.txt,20
03302.txt,11
03303.txt,7
03304.txt,1
03306.txt,0
03307.txt,8
03308.txt,3
03309.txt,128
03310.txt,0
03311.txt,96
03312.txt,58
03313.txt,14
03314.txt,3
03315.txt,0
03316.txt,21
03317.txt,12
03318.txt,7
03319.txt,17
03320.txt,0
03321.txt,56
03322.txt,0
03323.txt,0
03324.txt,7
03325.txt,4
03326.txt,0
03327.txt,6
03328.txt,0
03329.txt,38
03331.txt,32
03332.txt,13
03333.txt,0
03334.txt,2
03335.txt,13
03336.txt,2
03337.txt,9
03338.txt,4
03339.txt,6
03340.txt,5
03341.txt,18
03342.txt,2
03344.txt,83
03345.txt,2
03346.txt,7
03347.txt,0
03348.txt,9
03349.txt,1
03350.txt,5
03351.txt,11
03352.txt,4
03353.txt,1
03354.txt,36
03355.txt,8
03356.txt,8
03357.txt,61
03358.txt,11
03359.txt,6
03360.txt,10
03361.txt,5
03362.txt,0
03363.txt,18
03364.txt,2
03365.txt,17
03366.txt,47
03367.txt,9
03368.txt,3
03369.txt,5
03370.txt,15
03371.txt,5
03372.txt,5
03373.txt,7
03374.txt,92
03375.txt,0
03376.txt,16
03377.txt,8
03378.txt,0
03379.txt,6
03380.txt,5
03382.txt,13
03383.txt,12
03384.txt,8
03385.txt,6
03386.txt,46
03387.txt,5
03388.txt,23
03389.txt,3
03390.txt,6
03391.txt,31
03392.txt,2
03393.txt,4
03395.txt,1
03396.txt,11
03397.txt,2
03398.txt,2
03399.txt,4
03400.txt,6
03401.txt,80
03402.txt,1
03403.txt,25
03404.txt,39
03405.txt,0
03406.txt,1
03407.txt,16
03408.txt,6
03410.txt,12
03411.txt,4
03412.txt,3
03413.txt,9
03414.txt,15
03415.txt,413
03416.txt,0
03417.txt,17
03418.txt,4
03419.txt,3
03421.txt,8
03422.txt,18
03423.txt,12
03424.txt,4
03425.txt,11
03426.txt,12
03427.txt,12
03428.txt,33
03429.txt,1
03430.txt,7
03431.txt,4
03432.txt,50
03433.txt,3
03434.txt,10
03435.txt,33
03436.txt,11
03437.txt,2
03438.txt,4
03439.txt,4
03440.txt,19
03442.txt,12
03443.txt,6
03444.txt,3
03445.txt,0
03446.txt,8
03447.txt,12
03448.txt,4
03449.txt,5
03450.txt,2
03451.txt,4
03452.txt,5
03453.txt,13
03454.txt,3
03455.txt,3
03456.txt,12
03457.txt,0
03458.txt,160
03459.txt,8
03460.txt,6
03461.txt,45
03462.txt,26
03463.txt,22
03464.txt,3
03465.txt,15
03466.txt,5
03467.txt,7
03468.txt,10
03469.txt,16
03470.txt,0
03471.txt,1
03472.txt,2
03473.txt,7
03474.txt,14
03475.txt,11
03476.txt,2
03477.txt,2
03478.txt,0
03479.txt,6
03480.txt,53
03481.txt,8
03482.txt,11
03483.txt,3
03484.txt,1
03485.txt,19
03486.txt,6
03487.txt,16
03488.txt,6
03489.txt,3
03490.txt,1
03491.txt,4
03492.txt,6
03493.txt,6
03494.txt,1
03495.txt,3
03496.txt,0
03497.txt,13
03498.txt,7
03499.txt,0
03500.txt,1
03501.txt,24
03502.txt,17
03503.txt,2
03504.txt,8
03505.txt,14
03506.txt,0
03507.txt,5
03508.txt,125
03509.txt,58
03510.txt,3
03511.txt,0
03512.txt,7
03513.txt,0
03514.txt,7
03515.txt,3
03516.txt,3
03517.txt,3
03518.txt,12
03519.txt,7
03520.txt,14
03521.txt,6
03522.txt,4
03523.txt,1
03524.txt,4
03525.txt,5
03526.txt,40
03527.txt,15
03528.txt,23
03529.txt,4
03530.txt,2
03531.txt,13
03532.txt,74
03533.txt,39
03534.txt,3
03535.txt,13
03536.txt,0
03537.txt,5
03538.txt,3
03539.txt,6
03540.txt,1
03541.txt,5
03542.txt,15
03543.txt,23
03544.txt,39
03545.txt,6
03546.txt,4
03547.txt,1
03548.txt,11
03549.txt,6
03550.txt,3
03551.txt,6
03552.txt,14
03553.txt,2
03554.txt,503
03555.txt,9
03556.txt,6
